"Chapter","Code","CodeLength","Description","DescriptionSource"
"1","B008","4","Other forms of herpesviral infection","Edition5"
"1","B009","4","Herpesviral infection, unspecified","Edition5"
"1","B01","3","Varicella [chickenpox]","Edition5"
"1","B010","4","Varicella meningitis","Edition5"
"1","B011","4","Varicella encephalitis","Edition5"
"1","B012","4","Varicella pneumonia","Edition5"
"1","B018","4","Varicella with other complications","Edition5"
"1","B019","4","Varicella without complication","Edition5"
"1","B02","3","Zoster [herpes zoster]","Edition5"
"1","B020","4","Zoster encephalitis","Edition5"
"1","B021","4","Zoster meningitis","Edition5"
"1","B022","4","Zoster with other nervous system involvement","Edition5"
"1","B023","4","Zoster ocular disease","Edition5"
"1","B027","4","Disseminated zoster","Edition5"
"1","B028","4","Zoster with other complications","Edition5"
"1","B029","4","Zoster without complication","Edition5"
"1","B03","3","Smallpox","Edition5"
"1","B03X","4","Smallpox","Edition5"
"1","B04","3","Monkeypox","Edition5"
"1","B04X","4","Monkeypox","Edition5"
"1","B05","3","Measles","Edition5"
"1","B050","4","Measles complicated by encephalitis","Edition5"
"1","B051","4","Measles complicated by meningitis","Edition5"
"1","B052","4","Measles complicated by pneumonia","Edition5"
"1","B053","4","Measles complicated by otitis media","Edition5"
"1","B054","4","Measles with intestinal complications","Edition5"
"1","B058","4","Measles with other complications","Edition5"
"1","B059","4","Measles without complication","Edition5"
"1","B06","3","Rubella [German measles]","Edition5"
"1","B060","4","Rubella with neurological complications","Edition5"
"1","B068","4","Rubella with other complications","Edition5"
"1","B069","4","Rubella without complication","Edition5"
"1","B07","3","Viral warts","Edition5"
"1","B07X","4","Viral warts","Edition5"
"1","B08","3","Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified","Edition5"
"1","B080","4","Other orthopoxvirus infections","Edition5"
"1","B081","4","Molluscum contagiosum","Edition5"
"1","B082","4","Exanthema subitum [sixth disease]","Edition5"
"1","B083","4","Erythema infectiosum [fifth disease]","Edition5"
"1","B084","4","Enteroviral vesicular stomatitis with exanthem","Edition5"
"1","B085","4","Enteroviral vesicular pharyngitis","Edition5"
"1","B088","4","Other specified viral infections characterized by skin and mucous membrane lesions","Edition5"
"1","B09","3","Unspecified viral infection characterized by skin and mucous membrane lesions","Edition5"
"1","B09X","4","Unspecified viral infection characterized by skin and mucous membrane lesions","Edition5"
"1","B15","3","Acute hepatitis A","Edition5"
"1","B150","4","Hepatitis A with hepatic coma","Edition5"
"1","B159","4","Hepatitis A without hepatic coma","Edition5"
"1","B16","3","Acute hepatitis B","Edition5"
"1","B160","4","Acute hepatitis B with delta-agent (coinfection) with hepatic coma","Edition5"
"1","B161","4","Acute hepatitis B with delta-agent (coinfection) without hepatic coma","Edition5"
"1","B162","4","Acute hepatitis B without delta-agent with hepatic coma","Edition5"
"1","B169","4","Acute hepatitis B without delta-agent and without hepatic coma","Edition5"
"1","B17","3","Other acute viral hepatitis","Edition5"
"1","B170","4","Acute delta-(super)infection of hepatitis B carrier","Edition5"
"1","B171","4","Acute hepatitis C","Edition5"
"1","B172","4","Acute hepatitis E","Edition5"
"1","B178","4","Other specified acute viral hepatitis","Edition5"
"1","B179","4","Acute viral hepatitis, unspecified","Edition5"
"1","B18","3","Chronic viral hepatitis","Edition5"
"1","B180","4","Chronic viral hepatitis B with delta-agent","Edition5"
"1","B181","4","Chronic viral hepatitis B without delta-agent","Edition5"
"1","B182","4","Chronic viral hepatitis C","Edition5"
"1","B188","4","Other chronic viral hepatitis","Edition5"
"1","B189","4","Chronic viral hepatitis, unspecified","Edition5"
"1","B19","3","Unspecified viral hepatitis","Edition5"
"1","B190","4","Unspecified viral hepatitis with hepatic coma","Edition5"
"1","B199","4","Unspecified viral hepatitis without hepatic coma","Edition5"
"1","B20","3","Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases","Edition5"
"1","B200","4","HIV disease resulting in mycobacterial infection","Edition5"
"1","B201","4","HIV disease resulting in other bacterial infections","Edition5"
"1","B202","4","HIV disease resulting in cytomegaloviral disease","Edition5"
"1","B203","4","HIV disease resulting in other viral infections","Edition5"
"1","B204","4","HIV disease resulting in candidiasis","Edition5"
"1","B205","4","HIV disease resulting in other mycoses","Edition5"
"1","B206","4","HIV disease resulting in Pneumocystis jirovecii pneumonia","Edition5"
"1","B207","4","HIV disease resulting in multiple infections","Edition5"
"1","B208","4","HIV disease resulting in other infectious and parasitic diseases","Edition5"
"1","B209","4","HIV disease resulting in unspecified infectious or parasitic disease","Edition5"
"1","B21","3","Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms","Edition5"
"1","B210","4","HIV disease resulting in Kaposi sarcoma","Edition5"
"1","B211","4","HIV disease resulting in Burkitt lymphoma","Edition5"
"1","B212","4","HIV disease resulting in other types of non-Hodgkin lymphoma","Edition5"
"1","B213","4","HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","Edition5"
"1","B217","4","HIV disease resulting in multiple malignant neoplasms","Edition5"
"1","B218","4","HIV disease resulting in other malignant neoplasms","Edition5"
"1","B219","4","HIV disease resulting in unspecified malignant neoplasm","Edition5"
"1","B22","3","Human immunodeficiency virus [HIV] disease resulting in other specified diseases","Edition5"
"1","B220","4","HIV disease resulting in encephalopathy","Edition5"
"1","B221","4","HIV disease resulting in lymphoid interstitial pneumonitis","Edition5"
"1","B222","4","HIV disease resulting in wasting syndrome","Edition5"
"1","B227","4","HIV disease resulting in multiple diseases classified elsewhere","Edition5"
"1","B23","3","Human immunodeficiency virus [HIV] disease resulting in other conditions","Edition5"
"1","B230","4","Acute HIV infection syndrome","Edition5"
"1","B231","4","HIV disease resulting in (persistent) generalized lymphadenopathy","Edition5"
"1","B232","4","HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","Edition5"
"1","B238","4","HIV disease resulting in other specified conditions","Edition5"
"1","B24","3","Unspecified human immunodeficiency virus [HIV] disease","Edition5"
"1","B24X","4","Unspecified human immunodeficiency virus [HIV] disease","Edition5"
"1","B25","3","Cytomegaloviral disease","Edition5"
"1","B250","4","Cytomegaloviral pneumonitis","Edition5"
"1","B251","4","Cytomegaloviral hepatitis","Edition5"
"1","B252","4","Cytomegaloviral pancreatitis","Edition5"
"1","B258","4","Other cytomegaloviral diseases","Edition5"
"1","B259","4","Cytomegaloviral disease, unspecified","Edition5"
"1","B26","3","Mumps","Edition5"
"1","B260","4","Mumps orchitis","Edition5"
"1","B261","4","Mumps meningitis","Edition5"
"1","B262","4","Mumps encephalitis","Edition5"
"1","B263","4","Mumps pancreatitis","Edition5"
"1","B268","4","Mumps with other complications","Edition5"
"1","B269","4","Mumps without complication","Edition5"
"1","B27","3","Infectious mononucleosis","Edition5"
"1","B270","4","Gammaherpesviral mononucleosis","Edition5"
"1","B271","4","Cytomegaloviral mononucleosis","Edition5"
"1","B278","4","Other infectious mononucleosis","Edition5"
"1","B279","4","Infectious mononucleosis, unspecified","Edition5"
"1","B30","3","Viral conjunctivitis","Edition5"
"1","B300","4","Keratoconjunctivitis due to adenovirus","Edition5"
"1","B301","4","Conjunctivitis due to adenovirus","Edition5"
"1","B302","4","Viral pharyngoconjunctivitis","Edition5"
"1","B303","4","Acute epidemic haemorrhagic conjunctivitis (enteroviral)","Edition5"
"1","B308","4","Other viral conjunctivitis","Edition5"
"1","B309","4","Viral conjunctivitis, unspecified","Edition5"
"1","B33","3","Other viral diseases, not elsewhere classified","Edition5"
"1","B330","4","Epidemic myalgia","Edition5"
"1","B331","4","Ross River disease","Edition5"
"1","B332","4","Viral carditis","Edition5"
"1","B333","4","Retrovirus infections, not elsewhere classified","Edition5"
"1","B334","4","Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS]","Edition5"
"1","B338","4","Other specified viral diseases","Edition5"
"1","B34","3","Viral infection of unspecified site","Edition5"
"1","B340","4","Adenovirus infection, unspecified site","Edition5"
"1","B341","4","Enterovirus infection, unspecified site","Edition5"
"1","B342","4","Coronavirus infection, unspecified site","Edition5"
"1","B343","4","Parvovirus infection, unspecified site","Edition5"
"1","B344","4","Papovavirus infection, unspecified site","Edition5"
"1","B348","4","Other viral infections of unspecified site","Edition5"
"1","B349","4","Viral infection, unspecified","Edition5"
"1","B35","3","Dermatophytosis","Edition5"
"1","B350","4","Tinea barbae and tinea capitis","Edition5"
"1","B351","4","Tinea unguium","Edition5"
"1","B352","4","Tinea manuum","Edition5"
"1","B353","4","Tinea pedis","Edition5"
"1","B354","4","Tinea corporis","Edition5"
"1","B355","4","Tinea imbricata","Edition5"
"1","B356","4","Tinea inguinalis [Tinea cruris]","Edition5"
"1","B358","4","Other dermatophytoses","Edition5"
"1","B359","4","Dermatophytosis, unspecified","Edition5"
"1","B36","3","Other superficial mycoses","Edition5"
"1","B360","4","Pityriasis versicolor","Edition5"
"1","B361","4","Tinea nigra","Edition5"
"1","B362","4","White piedra","Edition5"
"1","B363","4","Black piedra","Edition5"
"1","B368","4","Other specified superficial mycoses","Edition5"
"1","B369","4","Superficial mycosis, unspecified","Edition5"
"1","B37","3","Candidiasis","Edition5"
"1","B370","4","Candidal stomatitis","Edition5"
"1","B371","4","Pulmonary candidiasis","Edition5"
"1","B372","4","Candidiasis of skin and nail","Edition5"
"1","B373","4","Candidiasis of vulva and vagina","Edition5"
"1","B374","4","Candidiasis of other urogenital sites","Edition5"
"1","B375","4","Candidal meningitis","Edition5"
"1","B376","4","Candidal endocarditis","Edition5"
"1","B377","4","Candidal sepsis","Edition5"
"1","B378","4","Candidiasis of other sites","Edition5"
"1","B379","4","Candidiasis, unspecified","Edition5"
"1","B38","3","Coccidioidomycosis","Edition5"
"1","B380","4","Acute pulmonary coccidioidomycosis","Edition5"
"1","B381","4","Chronic pulmonary coccidioidomycosis","Edition5"
"1","B382","4","Pulmonary coccidioidomycosis, unspecified","Edition5"
"1","B383","4","Cutaneous coccidioidomycosis","Edition5"
"1","B384","4","Coccidioidomycosis meningitis","Edition5"
"1","B387","4","Disseminated coccidioidomycosis","Edition5"
"1","B388","4","Other forms of coccidioidomycosis","Edition5"
"1","B389","4","Coccidioidomycosis, unspecified","Edition5"
"1","B39","3","Histoplasmosis","Edition5"
"1","B390","4","Acute pulmonary histoplasmosis capsulati","Edition5"
"1","B391","4","Chronic pulmonary histoplasmosis capsulati","Edition5"
"1","B392","4","Pulmonary histoplasmosis capsulati, unspecified","Edition5"
"1","B393","4","Disseminated histoplasmosis capsulati","Edition5"
"1","B394","4","Histoplasmosis capsulati, unspecified","Edition5"
"1","B395","4","Histoplasmosis duboisii","Edition5"
"1","B399","4","Histoplasmosis, unspecified","Edition5"
"1","B40","3","Blastomycosis","Edition5"
"1","B400","4","Acute pulmonary blastomycosis","Edition5"
"1","B401","4","Chronic pulmonary blastomycosis","Edition5"
"1","B402","4","Pulmonary blastomycosis, unspecified","Edition5"
"1","B403","4","Cutaneous blastomycosis","Edition5"
"1","B407","4","Disseminated blastomycosis","Edition5"
"1","B408","4","Other forms of blastomycosis","Edition5"
"1","B409","4","Blastomycosis, unspecified","Edition5"
"1","B41","3","Paracoccidioidomycosis","Edition5"
"1","B410","4","Pulmonary paracoccidioidomycosis","Edition5"
"1","B417","4","Disseminated paracoccidioidomycosis","Edition5"
"1","B418","4","Other forms of paracoccidioidomycosis","Edition5"
"1","B419","4","Paracoccidioidomycosis, unspecified","Edition5"
"1","B42","3","Sporotrichosis","Edition5"
"1","B420","4","Pulmonary sporotrichosis","Edition5"
"1","B421","4","Lymphocutaneous sporotrichosis","Edition5"
"1","B427","4","Disseminated sporotrichosis","Edition5"
"1","B428","4","Other forms of sporotrichosis","Edition5"
"1","B429","4","Sporotrichosis, unspecified","Edition5"
"1","B43","3","Chromomycosis and phaeomycotic abscess","Edition5"
"1","B430","4","Cutaneous chromomycosis","Edition5"
"1","B431","4","Phaeomycotic brain abscess","Edition5"
"1","B432","4","Subcutaneous phaeomycotic abscess and cyst","Edition5"
"1","B438","4","Other forms of chromomycosis","Edition5"
"1","B439","4","Chromomycosis, unspecified","Edition5"
"1","B44","3","Aspergillosis","Edition5"
"1","B440","4","Invasive pulmonary aspergillosis","Edition5"
"1","B441","4","Other pulmonary aspergillosis","Edition5"
"1","B442","4","Tonsillar aspergillosis","Edition5"
"1","B447","4","Disseminated aspergillosis","Edition5"
"1","B448","4","Other forms of aspergillosis","Edition5"
"1","B449","4","Aspergillosis, unspecified","Edition5"
"1","B45","3","Cryptococcosis","Edition5"
"1","B450","4","Pulmonary cryptococcosis","Edition5"
"1","B451","4","Cerebral cryptococcosis","Edition5"
"1","B452","4","Cutaneous cryptococcosis","Edition5"
"1","B453","4","Osseous cryptococcosis","Edition5"
"1","B457","4","Disseminated cryptococcosis","Edition5"
"1","B458","4","Other forms of cryptococcosis","Edition5"
"1","B459","4","Cryptococcosis, unspecified","Edition5"
"1","B46","3","Zygomycosis","Edition5"
"1","B460","4","Pulmonary mucormycosis","Edition5"
"1","B461","4","Rhinocerebral mucormycosis","Edition5"
"1","B462","4","Gastrointestinal mucormycosis","Edition5"
"1","B463","4","Cutaneous mucormycosis","Edition5"
"1","B464","4","Disseminated mucormycosis","Edition5"
"1","B465","4","Mucormycosis, unspecified","Edition5"
"1","B468","4","Other zygomycoses","Edition5"
"1","B469","4","Zygomycosis, unspecified","Edition5"
"1","B47","3","Mycetoma","Edition5"
"1","B470","4","Eumycetoma","Edition5"
"1","B471","4","Actinomycetoma","Edition5"
"1","B479","4","Mycetoma, unspecified","Edition5"
"1","B48","3","Other mycoses, not elsewhere classified","Edition5"
"1","B480","4","Lobomycosis","Edition5"
"1","B481","4","Rhinosporidiosis","Edition5"
"1","B482","4","Allescheriasis","Edition5"
"1","B483","4","Geotrichosis","Edition5"
"1","B484","4","Penicillosis","Edition5"
"1","B487","4","Opportunistic mycoses","Edition5"
"1","B488","4","Other specified mycoses","Edition5"
"1","B49","3","Unspecified mycosis","Edition5"
"1","B49X","4","Unspecified mycosis","Edition5"
"1","B50","3","Plasmodium falciparum malaria","Edition5"
"1","B500","4","Plasmodium falciparum malaria with cerebral complications","Edition5"
"1","B508","4","Other severe and complicated Plasmodium falciparum malaria","Edition5"
